date,code,name,market,total_shares,foreign_shares,foreign_ratio
2026-05-29,00682U,期元大美元指數,TWSE,7644000,167000,2.18
2026-05-29,00683L,期元大美元指正2,TWSE,11434000,2096000,18.33
2026-05-29,00684R,期元大美元指反1,TWSE,9688000,0,0.0
2026-05-29,00685L,群益臺灣加權正2,TWSE,52639000,148231,0.28
2026-05-29,00686R,群益臺灣加權反1,TWSE,178276000,727000,0.4
2026-05-29,00688L,國泰20年美債正2,TWSE,749115000,10234000,1.36
2026-05-29,00689R,國泰20年美債反1,TWSE,6889000,2611000,37.9
2026-05-29,00690,兆豐藍籌30,TWSE,80830000,180620,0.22
2026-05-29,00692,富邦公司治理,TWSE,619280000,2767922,0.44
2026-05-29,00693U,期街口S&P黃豆,TWSE,96166000,2042081,2.12
2026-05-29,00700,富邦恒生國企,TWSE,35983000,1335828,3.71
2026-05-29,00701,國泰股利精選30,TWSE,176391000,2433562,1.37
2026-05-29,00702,國泰標普低波高息,TWSE,6688000,1232094,18.42
2026-05-29,00703,台新MSCI中國,TWSE,10050000,143000,1.42
2026-05-29,00706L,期元大S&P日圓正2,TWSE,156270853,209500,0.13
2026-05-29,00707R,期元大S&P日圓反1,TWSE,5855000,0,0.0
2026-05-29,00708L,期元大S&P黃金正2,TWSE,110073000,4097272,3.72
2026-05-29,00709,富邦歐洲,TWSE,15460000,116998,0.75
2026-05-29,00710B,復華彭博非投等債,TWSE,183261000,2269900,1.23
2026-05-29,00711B,復華彭博新興債,TWSE,872261000,1627407,0.18
2026-05-29,00712,復華富時不動產,TWSE,5002511000,5610222,0.11
2026-05-29,00713,元大台灣高息低波,TWSE,1833012000,13315363,0.72
2026-05-29,00714,群益道瓊美國地產,TWSE,22067000,1226500,5.55
2026-05-29,00715L,期街口布蘭特正2,TWSE,120691793,507500,0.42
2026-05-29,00717,富邦美國特別股,TWSE,132105000,3198900,2.42
2026-05-29,00728,第一金工業30,TWSE,39423000,457818,1.16
2026-05-29,00730,富邦臺灣優質高息,TWSE,74544000,2589868,3.47
2026-05-29,00731,復華富時高息低波,TWSE,24600000,1737967,7.06
2026-05-29,00733,富邦臺灣中小,TWSE,72966000,5153063,7.06
2026-05-29,00735,國泰臺韓科技,TWSE,74789000,4774403,6.38
2026-05-29,00736,國泰新興市場,TWSE,6227000,1103094,17.71
2026-05-29,00737,國泰AI機器人,TWSE,22538000,767319,3.4
2026-05-29,00738U,期元大道瓊白銀,TWSE,246299000,6376161,2.58
2026-05-29,00739,元大MSCI A股,TWSE,25988000,216444,0.83
2026-05-29,00752,中信中國50,TWSE,303216000,2095915,0.69
2026-05-29,00753L,中信中國50正2,TWSE,741657000,4212000,0.56
2026-05-29,00757,統一FANG+,TWSE,291494000,2701475,0.92
2026-05-29,00762,元大全球AI,TWSE,47748000,1186873,2.48
2026-05-29,00763U,期街口道瓊銅,TWSE,53065000,2282070,4.3
2026-05-29,00770,國泰北美科技,TWSE,82458000,1558681,1.89
2026-05-29,00771,元大US高息特別股,TWSE,14225000,53000,0.37
2026-05-29,00775B,新光投等債15+,TWSE,232100000,453000,0.19
2026-05-29,00783,富邦中証500,TWSE,9031000,435000,4.81
2026-05-29,00830,國泰費城半導體,TWSE,648465000,11742774,1.81
2026-05-29,00850,元大臺灣ESG永續,TWSE,416944000,4744292,1.13
2026-05-29,00851,台新全球AI,TWSE,5525000,54802,0.99
2026-05-29,00852L,國泰美國道瓊正2,TWSE,8865000,482000,5.43
2026-05-29,00861,元大全球未來通訊,TWSE,68412000,823355,1.2
2026-05-29,00865B,國泰US短期公債,TWSE,254744000,3307390,1.29
2026-05-29,00875,國泰網路資安,TWSE,13488000,414223,3.07
2026-05-29,00876,元大全球5G,TWSE,75524000,121410,0.16
2026-05-29,00878,國泰永續高股息,TWSE,18796290000,183402798,0.97
2026-05-29,00881,國泰台灣科技龍頭,TWSE,2358903000,20419880,0.86
2026-05-29,00882,中信中國高股息,TWSE,2049849000,4335073,0.21
2026-05-29,00885,富邦越南,TWSE,648738000,15224797,2.34
2026-05-29,00891,中信關鍵半導體,TWSE,1772090000,66735946,3.76
2026-05-29,00892,富邦台灣半導體,TWSE,274792000,2587520,0.94
2026-05-29,00893,國泰智能電動車,TWSE,372384000,1761664,0.47
2026-05-29,00894,中信小資高價30,TWSE,155009000,2430929,1.56
2026-05-29,00895,富邦未來車,TWSE,154916000,1169573,0.75
2026-05-29,00896,中信綠能及電動車,TWSE,272880000,1239973,0.45
2026-05-29,00897,富邦基因免疫生技,TWSE,153012000,5673588,3.7
2026-05-29,00898,國泰基因免疫革命,TWSE,159476000,3252140,2.03
2026-05-29,00899,FT潔淨能源,TWSE,16135000,117425,0.72
2026-05-29,00900,富邦特選高股息30,TWSE,1756525000,33292093,1.89
2026-05-29,00901,永豐智能車供應鏈,TWSE,63849000,565100,0.88
2026-05-29,00902,中信電池及儲能,TWSE,231497000,2351510,1.01
2026-05-29,00903,富邦元宇宙,TWSE,52721000,1732001,3.28
2026-05-29,00904,新光臺灣半導體30,TWSE,172112000,4327778,2.51
2026-05-29,00905,FT臺灣Smart,TWSE,333827000,2618901,0.78
2026-05-29,00907,永豐優息存股,TWSE,183633000,5470663,2.97
2026-05-29,00908,富邦入息REITs+,TWSE,36916000,1592903,4.31
2026-05-29,00909,國泰數位支付服務,TWSE,125204000,3682920,2.94
2026-05-29,00910,第一金太空衛星,TWSE,99439000,1813703,1.82
2026-05-29,00911,兆豐洲際半導體,TWSE,18903000,104442,0.55
2026-05-29,00912,中信臺灣智慧50,TWSE,59253000,1670397,2.81
2026-05-29,00913,兆豐台灣晶圓製造,TWSE,23266000,2744343,11.79
2026-05-29,00915,凱基優選高股息30,TWSE,587483000,20597913,3.5
2026-05-29,00916,國泰全球品牌50,TWSE,62419000,2327316,3.72
2026-05-29,00917,中信特選金融,TWSE,64478000,1170066,1.81
2026-05-29,00918,大華優利高填息30,TWSE,3052264000,50828630,1.66
2026-05-29,00919,群益台灣精選高息,TWSE,17448635000,173768832,0.99
2026-05-29,00920,富邦ESG綠色電力,TWSE,20280000,752422,3.71
2026-05-29,00921,兆豐龍頭等權重,TWSE,60270000,3322501,5.51
2026-05-29,00922,國泰台灣領袖50,TWSE,2057686000,361519717,17.56
2026-05-29,00923,群益台ESG低碳50,TWSE,847423000,4161662,0.49
2026-05-29,00924,復華S&P500成長,TWSE,454103000,3187363,0.7
2026-05-29,00926,凱基全球菁英55,TWSE,89982000,1240370,1.37
2026-05-29,00927,群益半導體收益,TWSE,788397000,26874313,3.4
2026-05-29,00929,復華台灣科技優息,TWSE,4625139000,76085905,1.64
2026-05-29,00930,永豐ESG低碳高息,TWSE,144779000,7198491,4.97
2026-05-29,00932,兆豐永續高息等權,TWSE,147783000,4446225,3.0
2026-05-29,00934,中信成長高股息,TWSE,407026000,5627735,1.38
2026-05-29,00935,野村臺灣新科技50,TWSE,666504000,30469318,4.57
2026-05-29,00936,台新永續高息中小,TWSE,241797000,23548012,9.73
2026-05-29,00938,凱基優選30,TWSE,81516000,1222350,1.49
2026-05-29,00939,統一台灣高息動能,TWSE,1231976000,17105445,1.38
2026-05-29,00940,元大台灣價值高息,TWSE,5747865000,38338601,0.66
2026-05-29,00941,中信上游半導體,TWSE,452291000,2726826,0.6
2026-05-29,00943,兆豐電子高息等權,TWSE,42389000,13205330,31.15
2026-05-29,00944,野村趨勢動能高息,TWSE,58081000,1339915,2.3
2026-05-29,00945B,凱基美國非投等債,TWSE,858818000,15597877,1.81
2026-05-29,00946,群益科技高息成長,TWSE,491746000,11302658,2.29
2026-05-29,00947,台新臺灣IC設計,TWSE,200364000,8915243,4.44
2026-05-29,00949,復華日本龍頭,TWSE,191928000,1723662,0.89
2026-05-29,00951,台新日本半導體,TWSE,193042000,3626568,1.87
2026-05-29,00952,凱基台灣AI50,TWSE,230275000,4568274,1.98
2026-05-29,00953B,群益優選非投等債,TWSE,4394175000,23084406,0.52
2026-05-29,00954,中信日本半導體,TWSE,99247000,1467803,1.47
2026-05-29,00956,中信日經高股息,TWSE,34630000,1098425,3.17
2026-05-29,00960,野村全球航運龍頭,TWSE,68495000,225055,0.32
2026-05-29,00961,FT臺灣永續高息,TWSE,171011000,7622479,4.45
2026-05-29,00962,台新AI優息動能,TWSE,49420000,914800,1.85
2026-05-29,00963,中信全球高股息,TWSE,89433000,1984970,2.21
2026-05-29,00964,中信亞太高股息,TWSE,65124000,3375000,5.18
2026-05-29,00965,元大航太防衛科技,TWSE,499492000,16023879,3.2
2026-05-29,00971,野村美國研發龍頭,TWSE,66177000,1999000,3.02
2026-05-29,00972,野村日本動能高息,TWSE,20172000,3474097,17.22
2026-05-29,00980A,主動野村臺灣優選,TWSE,756230000,33081224,4.37
2026-05-29,00981A,主動統一台股增長,TWSE,9118209000,320996817,3.52
2026-05-29,00981T,平衡凱基雙核收息,TWSE,176761000,989200,0.55
2026-05-29,00982A,主動群益台灣強棒,TWSE,2263936000,104121492,4.59
2026-05-29,00982D,主動富邦動態入息,TWSE,83229000,7160000,8.6
2026-05-29,00982T,平衡兆豐台美動能,TWSE,19597000,170000,0.86
2026-05-29,00983A,主動中信ARK創新,TWSE,207186000,9602200,4.63
2026-05-29,00983D,主動富邦複合收益,TWSE,105197000,1960000,1.86
2026-05-29,00984A,主動安聯台灣高息,TWSE,455958000,2937051,0.64
2026-05-29,00984D,主動聯博全球非投,TWSE,343057000,2390141,0.69
2026-05-29,00985A,主動野村台灣50,TWSE,509789000,12507745,2.45
2026-05-29,00985B,群益ESG投等債0-5,TWSE,514501000,8367000,1.62
2026-05-29,00986A,主動台新龍頭成長,TWSE,43327000,1005036,2.31
2026-05-29,00987A,主動台新優勢成長,TWSE,202643000,12484212,6.16
2026-05-29,00988A,主動統一全球創新,TWSE,2225937000,93937520,4.22
2026-05-29,00989A,主動摩根美國科技,TWSE,78117000,3611490,4.62
2026-05-29,00990A,主動元大AI新經濟,TWSE,1924022000,35600550,1.85
2026-05-29,00991A,主動復華未來50,TWSE,2952416000,146885986,4.97
2026-05-29,00992A,主動群益科技創新,TWSE,2788455000,235319878,8.43
2026-05-29,00993A,主動安聯台灣,TWSE,873091000,33173930,3.79
2026-05-29,00994A,主動第一金台股優,TWSE,311190000,18497344,5.94
2026-05-29,00995A,主動中信台灣卓越,TWSE,325035000,14183184,4.36
2026-05-29,00996A,主動兆豐台灣豐收,TWSE,329899000,10085414,3.05
2026-05-29,00997A,主動群益美國增長,TWSE,972377000,15160498,1.55
2026-05-29,00999A,主動野村臺灣高息,TWSE,1502017000,115701894,7.7
2026-05-29,1101,台泥,TWSE,7523181742,1126658112,14.97
2026-05-29,1101B,台泥乙特,TWSE,200000000,81476,0.04
2026-05-29,1102,亞泥,TWSE,3546562881,521357239,14.7
2026-05-29,1103,嘉泥,TWSE,790247459,35850803,4.53
2026-05-29,1104,環泥,TWSE,686681816,105214517,15.32
2026-05-29,1108,幸福,TWSE,404738049,5055385,1.24
2026-05-29,1109,信大,TWSE,341158868,7761974,2.27
2026-05-29,1110,東泥,TWSE,572000797,33605682,5.87
2026-05-29,1201,味全,TWSE,506062914,25526845,5.04
2026-05-29,1203,味王,TWSE,240000000,4156072,1.73
2026-05-29,1210,大成,TWSE,894767222,106001941,11.84
2026-05-29,1213,大飲,TWSE,56622627,11150,0.01
2026-05-29,1215,卜蜂,TWSE,294790098,103192439,35.0
2026-05-29,1216,統一,TWSE,5682015421,1805935350,31.78
2026-05-29,1217,愛之味,TWSE,494513336,37198624,7.52
2026-05-29,1218,泰山,TWSE,499999038,19017113,3.8
2026-05-29,1219,福壽,TWSE,341238364,18841155,5.52
2026-05-29,1220,台榮,TWSE,177077944,12533241,7.07
2026-05-29,1225,福懋油,TWSE,242268306,3246911,1.34
2026-05-29,1227,佳格,TWSE,915089591,50040702,5.46
2026-05-29,1229,聯華,TWSE,1795960668,161039153,8.96
2026-05-29,1231,聯華食,TWSE,298454475,8106541,2.71
2026-05-29,1232,大統益,TWSE,159974915,4082734,2.55
2026-05-29,1233,天仁,TWSE,90591948,5137035,5.67
2026-05-29,1234,黑松,TWSE,401871094,18963350,4.71
2026-05-29,1235,興泰,TWSE,188577836,498940,0.26
2026-05-29,1236,宏亞,TWSE,86674008,409355,0.47
2026-05-29,1256,鮮活果汁-KY,TWSE,35772160,1722398,4.81
2026-05-29,1301,台塑,TWSE,6365740781,1944221596,30.54
2026-05-29,1303,南亞,TWSE,7930821589,2708257486,34.14
2026-05-29,1304,台聚,TWSE,1188763500,334297833,28.12
2026-05-29,1305,華夏,TWSE,581050494,25159674,4.33
2026-05-29,1307,三芳,TWSE,397818126,26229344,6.59
2026-05-29,1308,亞聚,TWSE,593743919,24838003,4.18
2026-05-29,1309,台達化,TWSE,397586848,12402087,3.11
2026-05-29,1310,台苯,TWSE,527869764,22998879,4.35
2026-05-29,1312,國喬,TWSE,1106620328,41551953,3.75
2026-05-29,1312A,國喬特,TWSE,20000000,59334,0.29
2026-05-29,1313,聯成,TWSE,1330846107,79117936,5.94
2026-05-29,1314,中石化,TWSE,3784850130,333152954,8.8
2026-05-29,1315,達新,TWSE,99099000,1245095,1.25
2026-05-29,1316,上曜,TWSE,367089019,16217226,4.41
2026-05-29,1319,東陽,TWSE,591477068,42233309,7.14
2026-05-29,1321,大洋,TWSE,227228268,15459723,6.8
2026-05-29,1323,永裕,TWSE,91274554,1199948,1.31
2026-05-29,1324,地球,TWSE,75121882,635179,0.84
2026-05-29,1325,恆大,TWSE,85281198,1065215,1.24
2026-05-29,1326,台化,TWSE,5861186291,2181746084,37.22
2026-05-29,1337,再生-KY,TWSE,268954729,69811095,25.95
2026-05-29,1338,廣華-KY,TWSE,83840000,5371025,6.4
2026-05-29,1339,昭輝,TWSE,74123875,672869,0.9
2026-05-29,1340,勝悅-KY,TWSE,152922855,40245618,26.31
2026-05-29,1341,富林-KY,TWSE,52850634,42223814,79.89
2026-05-29,1342,八貫,TWSE,78000902,23400821,30.0
2026-05-29,1402,遠東新,TWSE,5352875227,954797397,17.83
2026-05-29,1409,新纖,TWSE,1618409286,231608604,14.31
2026-05-29,1410,南染,TWSE,62000000,11739305,18.93
2026-05-29,1413,宏洲,TWSE,132112454,545450,0.41
2026-05-29,1414,東和,TWSE,198000000,2348361,1.18
2026-05-29,1416,廣豐,TWSE,185342168,11213348,6.05
2026-05-29,1417,嘉裕,TWSE,189941840,1858673,0.97
2026-05-29,1418,東華,TWSE,56834309,549255,0.96
2026-05-29,1419,新紡,TWSE,300041280,3334997,1.11
2026-05-29,1423,利華,TWSE,99648000,1268819,1.27
2026-05-29,1432,大魯閣,TWSE,108000000,576651,0.53
2026-05-29,1434,福懋,TWSE,1684664637,120763412,7.16
2026-05-29,1435,中福,TWSE,139780080,270722,0.19
2026-05-29,1436,華友聯,TWSE,194151795,12367928,6.37
2026-05-29,1437,勤益控,TWSE,201871284,16914578,8.37
2026-05-29,1438,三地開發,TWSE,111205759,555227,0.49
2026-05-29,1439,雋揚,TWSE,92000000,944646,1.02
2026-05-29,1440,南紡,TWSE,1656815857,121645553,7.34
2026-05-29,1441,大東,TWSE,71744387,977382,1.36
2026-05-29,1442,名軒,TWSE,366211358,31271371,8.53
2026-05-29,1443,立益物流,TWSE,135343011,421998,0.31
2026-05-29,1444,力麗,TWSE,995595059,51881454,5.21
2026-05-29,1445,大宇,TWSE,130666034,4078808,3.12
2026-05-29,1446,宏和,TWSE,137709513,8538626,6.2
2026-05-29,1447,力鵬,TWSE,910071242,29616675,3.25
2026-05-29,1449,佳和,TWSE,127114572,7818112,6.15
2026-05-29,1451,年興,TWSE,198000000,10457830,5.28
2026-05-29,1452,宏益,TWSE,132641400,2572775,1.93
2026-05-29,1453,大將,TWSE,113243048,614704,0.54
2026-05-29,1454,台富,TWSE,129833848,590007,0.45
2026-05-29,1455,集盛,TWSE,531688380,12464142,2.34
2026-05-29,1456,怡華,TWSE,93720000,494611,0.52
2026-05-29,1457,宜進,TWSE,316730022,5649557,1.78
2026-05-29,1459,聯發,TWSE,358628907,6021815,1.67
2026-05-29,1460,宏遠,TWSE,694643484,13356301,1.92
2026-05-29,1463,強盛新,TWSE,173268381,19912841,11.49
2026-05-29,1464,得力,TWSE,425575733,8630602,2.02
2026-05-29,1465,偉全,TWSE,103607267,510005,0.49
2026-05-29,1466,聚隆,TWSE,111157320,802943,0.72
2026-05-29,1467,南緯,TWSE,233624667,44930507,19.23
2026-05-29,1468,昶和,TWSE,160405244,3301194,2.05
2026-05-29,1470,大統新創,TWSE,85767000,236058,0.27
2026-05-29,1471,首利,TWSE,150414536,1408293,0.93
2026-05-29,1472,三洋實業,TWSE,52488082,471042,0.89
2026-05-29,1473,台南,TWSE,146153534,7696540,5.26
2026-05-29,1474,弘裕,TWSE,129896969,632412,0.48
2026-05-29,1475,業旺,TWSE,66016749,232930,0.35
2026-05-29,1476,儒鴻,TWSE,274367111,85200626,31.05
2026-05-29,1477,聚陽,TWSE,246693713,39177832,15.88
2026-05-29,1503,士電,TWSE,520972223,159609801,30.63
2026-05-29,1504,東元,TWSE,2376440684,273292072,11.5
2026-05-29,1506,正道,TWSE,300388501,1758320,0.58
2026-05-29,1512,瑞利,TWSE,98183498,5251789,5.34
2026-05-29,1513,中興電,TWSE,503112515,59152634,11.75
2026-05-29,1514,亞力,TWSE,273108473,43317278,15.86
2026-05-29,1515,力山,TWSE,181473500,7472736,4.11
2026-05-29,1516,川飛,TWSE,40008195,2286990,5.71
2026-05-29,1517,利奇,TWSE,220000007,5447128,2.47
2026-05-29,1519,華城,TWSE,315880844,62740120,19.86
2026-05-29,1521,大億,TWSE,76230000,25191248,33.04
2026-05-29,1522,堤維西,TWSE,312897881,8330725,2.66
2026-05-29,1522A,堤維西甲特,TWSE,30000000,485,0.0
2026-05-29,1524,耿鼎,TWSE,165310397,2286848,1.38
2026-05-29,1525,江申,TWSE,73400135,214108,0.29
2026-05-29,1526,日馳,TWSE,60000000,1671269,2.78
2026-05-29,1527,鑽全,TWSE,138570640,14009547,10.11
2026-05-29,1528,恩德,TWSE,191331000,3583707,1.87
2026-05-29,1529,樂事綠能,TWSE,155095074,1961949,1.26
2026-05-29,1530,亞崴,TWSE,94594171,584446,0.61
2026-05-29,1531,高林股,TWSE,182108080,2826959,1.55
2026-05-29,1532,勤美,TWSE,422604271,30352959,7.18
2026-05-29,1533,車王電,TWSE,98547486,6307720,6.4
2026-05-29,1535,中宇,TWSE,123742552,1390581,1.12
2026-05-29,1536,和大,TWSE,278959513,17843372,6.39
2026-05-29,1537,廣隆,TWSE,82062794,12835145,15.64
2026-05-29,1538,正峰,TWSE,32300000,21345,0.06
2026-05-29,1539,巨庭,TWSE,65370000,598692,0.91
2026-05-29,1540,喬福,TWSE,85473612,1762204,2.06
2026-05-29,1541,錩泰,TWSE,78800000,7764217,9.85
2026-05-29,1558,伸興,TWSE,64535631,4266374,6.61
2026-05-29,1560,中砂,TWSE,146277234,56766913,38.8
2026-05-29,1563,巧新,TWSE,230782140,9508316,4.12
2026-05-29,1568,倉佑,TWSE,103086559,2201606,2.13
2026-05-29,1582,信錦,TWSE,144268604,10155894,7.03
2026-05-29,1583,程泰,TWSE,109400372,389188,0.35
2026-05-29,1587,吉茂,TWSE,80055672,16518931,20.63
2026-05-29,1589,永冠-KY,TWSE,153135941,3133388,2.04
2026-05-29,1590,亞德客-KY,TWSE,199999998,160325212,80.16
2026-05-29,1597,直得,TWSE,89261804,4418011,4.94
2026-05-29,1598,岱宇,TWSE,179142092,3279429,1.83
2026-05-29,1603,華電,TWSE,191688000,4085820,2.13
2026-05-29,1604,聲寶,TWSE,384200000,28473978,7.41
2026-05-29,1605,華新,TWSE,4431332948,698358153,15.75
2026-05-29,1608,華榮,TWSE,632773506,23872775,3.77
2026-05-29,1609,大亞,TWSE,785261944,98079220,12.49
2026-05-29,1611,中電,TWSE,322735742,32377836,10.03
2026-05-29,1612,宏泰,TWSE,316080063,58998162,18.66
2026-05-29,1614,三洋電,TWSE,269113406,6145690,2.28
2026-05-29,1615,大山,TWSE,196663702,1961659,0.99
2026-05-29,1616,億泰,TWSE,194148515,4416141,2.27
2026-05-29,1617,榮星,TWSE,169514700,33107572,19.53
2026-05-29,1618,合機,TWSE,192691747,2272537,1.17
2026-05-29,1623,大東電,TWSE,66000000,177270,0.26
2026-05-29,1626,艾美特-KY,TWSE,149821721,65520334,43.73
2026-05-29,1702,南僑,TWSE,294132962,22468435,7.63
2026-05-29,1707,葡萄王,TWSE,148137373,21058032,14.21
2026-05-29,1708,東鹼,TWSE,249001651,37861619,15.2
2026-05-29,1709,和益,TWSE,477016272,18057507,3.78
2026-05-29,1710,東聯,TWSE,885703029,39524048,4.46
2026-05-29,1711,永光,TWSE,547752226,25985255,4.74
2026-05-29,1712,興農,TWSE,420492585,59565378,14.16
2026-05-29,1713,國化,TWSE,150951700,1927968,1.27
2026-05-29,1714,和桐,TWSE,991824808,212401201,21.41
2026-05-29,1717,長興,TWSE,1172245483,147357335,12.57
2026-05-29,1718,中纖,TWSE,1685905745,93891394,5.56
2026-05-29,1720,生達,TWSE,178696089,8744679,4.89
2026-05-29,1721,三晃,TWSE,184884092,2830995,1.53
2026-05-29,1722,台肥,TWSE,980000000,73483745,7.49
2026-05-29,1723,中碳,TWSE,236904480,19381205,8.18
2026-05-29,1725,元禎,TWSE,181829978,525168,0.28
2026-05-29,1726,永記,TWSE,162000000,20851687,12.87
2026-05-29,1727,中華化,TWSE,128019559,4778397,3.73
2026-05-29,1730,花仙子,TWSE,63233851,4274167,6.75
2026-05-29,1731,美吾華,TWSE,132915244,1356381,1.02
2026-05-29,1732,毛寶,TWSE,42443957,877521,2.06
2026-05-29,1733,五鼎,TWSE,99950192,3306982,3.3
2026-05-29,1734,杏輝,TWSE,190196774,9461475,4.97
2026-05-29,1735,日勝化,TWSE,99388000,50495345,50.8
2026-05-29,1736,喬山,TWSE,303394617,13981301,4.6
2026-05-29,1737,臺鹽,TWSE,200000000,17005527,8.5
2026-05-29,1752,南光,TWSE,100988472,1720121,1.7
2026-05-29,1760,寶齡富錦,TWSE,85739013,9494846,11.07
2026-05-29,1762,中化生,TWSE,76918000,1924348,2.5
2026-05-29,1773,勝一,TWSE,300000000,23929508,7.97
2026-05-29,1776,展宇,TWSE,60106952,425438,0.7
2026-05-29,1783,和康生,TWSE,89680115,6388389,7.12
2026-05-29,1786,科妍,TWSE,74827641,1252059,1.67
2026-05-29,1789,神隆,TWSE,790739222,13678917,1.72
2026-05-29,1795,美時,TWSE,266873812,140046116,52.47
2026-05-29,1802,台玻,TWSE,2908060800,169601635,5.83
2026-05-29,1805,寶徠,TWSE,134970455,649242,0.48
2026-05-29,1806,冠軍,TWSE,390403870,36443222,9.33
2026-05-29,1808,潤隆,TWSE,893031743,34949022,3.91
2026-05-29,1809,中釉,TWSE,167041937,4975734,2.97
2026-05-29,1810,和成,TWSE,302303719,11704945,3.87
2026-05-29,1817,凱撒衛,TWSE,72600000,1173628,1.61
2026-05-29,1903,士紙,TWSE,260039121,28082218,10.79
2026-05-29,1904,正隆,TWSE,1108274522,101559195,9.16
2026-05-29,1905,華紙,TWSE,1102835316,24525586,2.22
2026-05-29,1906,寶隆,TWSE,151000000,939365,0.62
2026-05-29,1907,永豐餘,TWSE,1660371495,199179304,11.99
2026-05-29,1909,榮成,TWSE,1327685727,101012352,7.6
2026-05-29,2002,中鋼,TWSE,15734860997,1962223141,12.47
2026-05-29,2002A,中鋼特,TWSE,38267999,81651,0.21
2026-05-29,2006,東和鋼鐵,TWSE,730213818,138379266,18.95
2026-05-29,2007,燁興,TWSE,530651613,3228967,0.6
2026-05-29,2008,高興昌,TWSE,190852293,14708123,7.7
2026-05-29,2009,第一銅,TWSE,359622165,8951200,2.48
2026-05-29,2010,春源,TWSE,647655390,55631240,8.58
2026-05-29,2012,春雨,TWSE,302162700,4195921,1.38
2026-05-29,2013,中鋼構,TWSE,200000000,14034723,7.01
2026-05-29,2014,中鴻,TWSE,1435544446,77159744,5.37
2026-05-29,2015,豐興,TWSE,581599424,71596240,12.31
2026-05-29,2017,官田鋼,TWSE,446874691,8043083,1.79
2026-05-29,2020,美亞,TWSE,267031320,4079664,1.52
2026-05-29,2022,聚亨,TWSE,337168138,6580483,1.95
2026-05-29,2023,燁輝,TWSE,1876240214,70154747,3.73
2026-05-29,2024,志聯,TWSE,97500000,438541,0.44
2026-05-29,2025,千興,TWSE,172660536,1296791,0.75
2026-05-29,2027,大成鋼,TWSE,2584260615,475440117,18.39
2026-05-29,2028,威致,TWSE,325714800,2543001,0.78
2026-05-29,2029,盛餘,TWSE,321180000,213944051,66.61
2026-05-29,2030,彰源,TWSE,280526027,10575160,3.76
2026-05-29,2031,新光鋼,TWSE,321146341,24414065,7.6
2026-05-29,2032,新鋼,TWSE,130521545,4319541,3.3
2026-05-29,2033,佳大,TWSE,80694536,673382,0.83
2026-05-29,2034,允強,TWSE,528995589,17490204,3.3
2026-05-29,2038,海光,TWSE,194134303,2712551,1.39
2026-05-29,2049,上銀,TWSE,353792240,127709206,36.09
2026-05-29,2059,川湖,TWSE,95297072,23343955,24.49
2026-05-29,2062,橋椿,TWSE,199994152,14489823,7.24
2026-05-29,2069,運錩,TWSE,166386836,4547221,2.73
2026-05-29,2072,世紀風電,TWSE,192000000,3511960,1.82
2026-05-29,2101,南港,TWSE,733934904,38799620,5.28
2026-05-29,2102,泰豐,TWSE,473329207,13699798,2.89
2026-05-29,2103,台橡,TWSE,825709978,172408596,20.88
2026-05-29,2104,國際中橡,TWSE,984733625,53090357,5.39
2026-05-29,2105,正新,TWSE,3241415536,350104430,10.8
2026-05-29,2106,建大,TWSE,954890000,78878869,8.26
2026-05-29,2107,厚生,TWSE,303593400,18354211,6.04
2026-05-29,2108,南帝,TWSE,492416659,24256036,4.92
2026-05-29,2109,華豐,TWSE,279349134,42236854,15.11
2026-05-29,2114,鑫永銓,TWSE,77991707,3275246,4.19
2026-05-29,2115,六暉-KY,TWSE,104373163,46076487,44.14
2026-05-29,2201,裕隆,TWSE,1070001251,46331757,4.33
2026-05-29,2204,中華,TWSE,553620342,98176282,17.73
2026-05-29,2206,三陽工業,TWSE,783675604,43919526,5.6
2026-05-29,2207,和泰車,TWSE,557102768,119350992,21.42
2026-05-29,2208,台船,TWSE,1274539449,108646368,8.52
2026-05-29,2211,長榮鋼,TWSE,417091463,15407194,3.69
2026-05-29,2227,裕日車,TWSE,300000000,121100311,40.36
2026-05-29,2228,劍麟,TWSE,79779692,2382494,2.98
2026-05-29,2231,為升,TWSE,135931870,6725549,4.94
2026-05-29,2233,宇隆,TWSE,60288089,3713064,6.15
2026-05-29,2236,百達-KY,TWSE,62130976,32449331,52.22
2026-05-29,2239,英利-KY,TWSE,117712593,88723953,75.37
2026-05-29,2241,艾姆勒,TWSE,104602306,8067045,7.71
2026-05-29,2243,宏旭-KY,TWSE,69373596,19140304,27.59
2026-05-29,2247,汎德永業,TWSE,80708735,3288702,4.07
2026-05-29,2248,華勝-KY,TWSE,47600000,23893970,50.19
2026-05-29,2250,IKKA-KY,TWSE,36388226,2505439,6.88
2026-05-29,2254,巨鎧精密-創,TWSE,63907680,15235653,23.84
2026-05-29,2258,鴻華先進-創,TWSE,1751076800,6050776,0.34
2026-05-29,2301,光寶科,TWSE,2316107763,931824113,40.23
2026-05-29,2302,麗正,TWSE,166302881,4868314,2.92
2026-05-29,2303,聯電,TWSE,12576984870,4607639269,36.63
2026-05-29,2305,全友,TWSE,205660827,12700784,6.17
2026-05-29,2308,台達電,TWSE,2597543329,1671461961,64.34
2026-05-29,2312,金寶,TWSE,1505781211,169727612,11.27
2026-05-29,2313,華通,TWSE,1191820589,309259238,25.94
2026-05-29,2314,台揚,TWSE,106126422,1675635,1.57
